"Species"	"Body"	"Brain"
"Monodon_monoceros"	14.2718778839996	8.00536706731666
"Phocoenoides_dalli"	11.6262541502772	6.76503897678054
"Phocoena_spinipinnis"	11.1278789708701	6.3919171133926
"Phocoena_phocoena"	10.864751650053	6.16751649088834
"Neophocaena_phocaenoides"	10.3859137017804	6.14846829591765
"Lagenorhynchus_obliquidens"	11.4075649493124	7.03878354138854
"Lagenorhynchus_obscurus"	10.9763220984063	6.78682981105326
"Cephalorhynchus_heavisidii"	11.1704351560235	6.63725803128446
"Lagenorhynchus_acutus"	11.6952470217642	7.09007683577609
"Orcinus_orca"	14.532862427221	8.63355299253243
"Sotalia_fluviatilis"	10.6501755000241	6.53378883793334
"Tursiops_truncatus"	12.0137007528827	7.33302301438648
"Stenella_coeruleoalba"	10.9384498141278	6.7093043402583
"Stenella_clymene"	11.3621025752356	6.50128967054039
"Delphinus_delphis"	10.8589989975636	6.63987583382654
"Stenella_longirostris"	11.1004357419251	6.49223983502047
"Globicephala_melas"	13.8747224175961	7.89095671613892
"Grampus_griseus"	12.8992198260901	7.84424071814181
"Pseudorca_crassidens"	13.2693969045647	8.16394095475501
"Steno_bredanensis"	11.7266722042115	7.34077070117731
"Lagenorhynchus_albirostris"	11.1198828768606	7.02642680869964
"Fossil_Kentriodon_pernix"	9.77941131868236	5.53398219841592
"Lipotes_vexillifer"	12.1007121298723	6.32435896238131
"Inia_geoffrensis"	11.0413205543575	6.41345895716736
"Pontoporia_blainvillei"	10.4602421081905	5.39362754635236
"Mesoplodon_mirus"	13.741864017796	7.76429600645052
"Mesoplodon_europaeus"	13.5035357929434	7.67275789664251
"Mesoplodon_densirostris"	13.5502420803494	7.28824440102012
"Ziphius_cavirostris"	14.6366111028347	7.60290046220476
"Platanista_gangetica"	10.9852927228879	5.68697535633982
"Fossil_Xiphiacetus_bossi"	11.7200973463076	6.85572487120378
"Fossil_Schizodelphis_longirostris"	11.4049643484572	6.16657264938364
"Fossil_Eurhinodelphis_bossi"	10.7158833609141	6.70435307857694
"Fossil_Eurhinodelphis_cristatus"	11.8619718855734	6.71119279989784
"Physeter_macrocephalus"	17.4289388305302	8.9641840463529
"Fossil_Aulophyseter_morricei"	13.9108207377686	7.82404601165629
"Kogia_breviceps"	12.6280670555895	6.91968384984741
"Kogia_sima"	12.0346910287746	6.43294009273918
"Fossil_Orycterocetus_crocodilinus"	12.9541089726451	7.69115441351911
"Fossil_Argyrocetus"	11.1844213979982	6.47697236288968
"Fossil_Squaloziphius_emlongi"	12.0088617912422	6.56088921317691
"Fossil_Squalodon_calvertensis"	11.9489479057487	6.43607023695386
"Fossil_Patriocetus"	12.1934331019837	6.78897174299217
"Fossil_Agorophiidae"	13.2958543928135	7.15367741718569
"Fossil_Simocetus_rayi"	11.4538960077021	6.27400844170364
"Fossil_Xenorophus"	11.4809114411374	6.75855897262001
"Balaenoptera_musculus"	17.7454520638948	8.19863945529737
"Balaenoptera_borealis"	16.8112428315183	8.49699048409872
"Balaenoptera_physalus"	17.3187057075806	8.86945862775014
"Megaptera_novaeangliae"	17.4870233304558	8.77012852753818
"Eschrichtius_robustus"	17.2167079396264	8.37023955066005
"Fossil_Zygorhiza_kochii"	14.5284603658204	6.68561122800101
"Fossil_Basilosaurus_cetoides"	15.5802413544619	7.74958105191345
"Fossil_Basilosaurus_isis"	15.6842310686371	7.83201418090229
"Fossil_Dorudon_atrox"	14.6219864229384	7.11322353780207
"Fossil_Dalanistes_ahmedi"	13.5278284845792	5.99146454635798
"Hippopotamus_amphibius"	14.2556991021308	6.47850964220857
"Babyrousa_babyrussa"	11.2644641056717	4.84418708645859
"Potamochoerus_porcus"	11.7752897294377	5.04728861174429
"Phacochoerus_aethiopicus"	10.9903645849858	4.92725368515721
"Sus_scrofa"	11.6699292137799	5.23750522715128
"Pecari_tajacu"	9.0395520509959	4.18965474202643
"Camelus_dromedarius"	13.4136113843476	6.24997524225948
"Lama_guanicoe"	11.0020998412042	5.29981624267177
"Vicugna_vicugna"	10.7410596996989	5.29781724150635
"Fossil_Miniochoerus_gracilis"	8.48714627006394	3.40119738166216
"Furipterus_horrens"	1.23256026117785	-2.04022082852655
"Noctilio_leporinus"	4.06044301054642	0.165514438477573
"Noctilio_albiventris"	3.48737507790321	-0.510825623765991
"Mormoops_megalophylla"	2.75366071235426	-0.941608539858445
"Pteronotus_davyi"	2.36085400111802	-1.17118298150295
"Pteronotus_gymnonotus"	2.61006979274201	-1.07880966137193
"Pteronotus_personatus"	2.09186406167839	-1.46967597005894
"Pteronotus_parnellii"	3.00568260440716	-0.616186139423817
"Micronycteris_megalotis"	1.87180217690159	-1.30933331998376
"Micronycteris_minuta"	1.93152141160321	-1.23787435600162
"Micronycteris_schmidtorum"	2.05412373369555	-1.17118298150295
"Lampronycteris_brachyotis"	2.68784749378469	-0.891598119283784
"Desmodus_rotundus"	3.5918177412708	0
"Diaemus_youngi"	3.54385368206368	-0.0202027073175195
"Diphylla_ecaudata"	3.4307561839037	-0.22314355131421
"Anoura_caudifer"	2.36085400111802	-0.891598119283784
"Anoura_geoffroyi"	2.77258872223978	-0.527632742082372
"Choeroniscus_minor"	2.26176309847379	-0.941608539858445
"Monophyllus_plethodon"	2.70805020110221	-0.798507696217772
"Leptonycteris_curasoae"	3.19867311755068	-0.49429632181478
"Leptonycteris_nivalis"	3.1267605359604	-0.527632742082372
"Glossophaga_longirostris"	2.42480272571829	-0.82098055206983
"Glossophaga_soricina"	2.29253475714054	-0.941608539858445
"Brachyphylla_cavernarum"	3.79548918917219	0.182321556793955
"Lonchorhina_aurita"	2.89037175789616	-0.967584026261706
"Lionycteris_spurrelli"	2.02154756326093	-1.04982212449868
"Lonchophylla_thomasi"	1.93152141160321	-1.07880966137193
"Uroderma_bilobatum"	2.78501124223834	-0.49429632181478
"Platyrrhinus_lineatus"	3.11794990627824	-0.301105092783922
"Platyrrhinus_helleri"	2.62466859216316	-0.653926467406664
"Platyrrhinus_brachycephalus"	2.55722731136763	-0.544727175441672
"Platyrrhinus_infuscus"	3.91601502669768	0.104360015324243
"Vampyrodes_caraccioli"	3.68135118769314	-0.0512932943875506
"Platyrrhinus_vittatus"	3.60004824040732	0.165514438477573
"Chiroderma_villosum"	3.21084365317094	-0.342490308946776
"Chiroderma_trinitatum"	2.61739583283408	-0.616186139423817
"Chiroderma_salvini"	3.26193531432865	-0.210721031315653
"Mesophylla_macconnelli"	2.01490302054226	-1.07880966137193
"Vampyressa_pusilla"	2.15176220325946	-0.967584026261706
"Enchisthenes_hartii"	2.77881927199042	-0.673344553263766
"Ametrida_centurio"	2.35137525716348	-1.23787435600162
"Sphaeronycteris_toxophyllum"	2.91235066461494	-0.653926467406664
"Artibeus_jamaicensis"	3.71357206670431	0.0198026272961797
"Artibeus_lituratus"	4.02535169073515	0.207014169384326
"Artibeus_concolor"	2.96527306606928	-0.462035459596559
"Artibeus_phaeotis"	2.46809953147162	-0.798507696217772
"Artibeus_toltecus"	2.8094026953625	-0.616186139423817
"Artibeus_glaucus"	2.50143595173921	-0.7339691750802
"Artibeus_cinereus"	2.53369681395743	-0.755022584278033
"Sturnira_tildae"	3.19458313229916	-0.356674943938732
"Sturnira_lilium"	3.00568260440716	-0.478035800943
"Sturnira_ludovici"	3.25424296870549	-0.385662480811985
"Rhinophylla_pumilio"	2.18605127673809	-1.02165124753198
"Carollia_castanea"	2.57261223020711	-0.798507696217772
"Carollia_perspicillata"	2.87919845729804	-0.59783700075562
"Macrophyllum_macrophyllum"	2.15176220325946	-1.13943428318836
"Trachops_cirrhosus"	3.60821155104648	0
"Tonatia_bidens"	3.38099467434464	-0.23572233352107
"Phyllostomus_discolor"	3.60004824040732	0.0861776962410524
"Phyllostomus_hastatus"	4.50092016461429	0.418710334858185
"Phyllostomus_elongatus"	3.80443779474821	-0.116533816255952
"Mimon_crenulatum"	2.46809953147162	-1.10866262452161
"Phylloderma_stenops"	3.8308129500026	0.29266961396282
"Lophostoma_silvicolum"	3.47506723022861	-0.27443684570176
"Lophostoma_schulzi"	3.05870707271538	-0.673344553263766
"Vampyrum_spectrum"	5.15329159449778	0.951657875711446
"Thyroptera_tricolor"	1.50407739677627	-1.46967597005894
"Rhynchonycteris_naso"	1.33500106673234	-2.12026353620009
"Saccopteryx_canescens"	1.22377543162212	-2.04022082852655
"Saccopteryx_leptura"	1.62924053973028	-1.83258146374831
"Saccopteryx_bilineata"	2.05412373369555	-1.46967597005894
"Peropteryx_macrotis"	1.75785791755237	-1.83258146374831
"Cormura_brevirostris"	2.10413415427021	-1.51412773262978
"Cyttarops_alecto"	1.66770682055808	-1.71479842809193
"Emballonura_monticola"	1.66770682055808	-1.77195684193188
"Emballonura_raffrayana"	1.77495235091167	-1.77195684193188
"Emballonura_semicaudata"	1.94591014905531	-1.71479842809193
"Mosia_nigrescens"	1.30833281965018	-2.12026353620009
"Taphozous_longimanus"	3.14415227867226	-0.755022584278033
"Taphozous_melanopogon"	3.12236492448736	-0.616186139423817
"Taphozous_australis"	3.17805383034795	-0.653926467406664
"Taphozous_theobaldi"	3.68386691229039	-0.385662480811985
"Saccolaimus_saccolaimus"	3.76120011569356	-0.400477566597125
"Nycteris_thebaica"	2.18605127673809	-1.13943428318836
"Nycteris_macrotis"	2.67414864942653	-0.941608539858445
"Nycteris_grandis"	3.39450839351136	-0.342490308946776
"Nycteris_hispida"	2.05412373369555	-1.27296567581289
"Nycteris_javanica"	2.91235066461494	-0.755022584278033
"Nycteris_tragata"	2.66722820658195	-0.776528789498996
"Scotophilus_kuhlii"	3.01553490085017	-1.07880966137193
"Scotophilus_heathii"	3.44998754583159	-0.7339691750802
"Scotophilus_dinganii"	3.1904763503465	-0.82098055206983
"Scotophilus_nigrita"	4.61808641125464	0.048790164169432
"Rhogeessa_tumida"	1.62924053973028	-2.20727491318972
"Rhogeessa_parvula"	1.50407739677627	-2.20727491318972
"Lasiurus_borealis"	2.05412373369555	-1.77195684193188
"Pipistrellus_subflavus"	1.66770682055808	-2.04022082852655
"Arielulus_circumdatus"	2.34180580614733	-1.46967597005894
"Lasionycteris_noctivagans"	1.64480505627139	-1.83258146374831
"Hesperoptenus_blanfordi"	1.98787434815435	-1.83258146374831
"Ia_io"	3.9759363311718	-0.27443684570176
"Scotomanes_ornatus"	3.08190996979504	-0.967584026261706
"Eptesicus_brasiliensis"	2.21920348405499	-1.6094379124341
"Eptesicus_fuscus"	2.61006979274201	-1.42711635564015
"Eptesicus_serotinus"	3.03974915897077	-1.07880966137193
"Glischropus_tylopus"	1.58923520511658	-2.30258509299405
"Pipistrellus_tenuis"	1.3609765531356	-2.40794560865187
"Pipistrellus_coromandra"	1.52605630349505	-2.20727491318972
"Pipistrellus_javanicus"	1.50407739677627	-2.12026353620009
"Pipistrellus_kuhlii"	1.84054963339749	-1.77195684193188
"Nyctalus_noctula"	3.29583686600433	-1.02165124753198
"Nyctophilus_timoriensis"	2.3887627892351	-1.38629436111989
"Pipistrellus_flavescens"	2.35137525716348	-1.66073120682165
"Pipistrellus_imbricatus"	1.84054963339749	-1.96611285637283
"Pipistrellus_nanus"	1.3609765531356	-2.30258509299405
"Chalinolobus_gouldii"	2.45958884180371	-1.42711635564015
"Chalinolobus_morio"	2.11625551480255	-1.71479842809193
"Scotorepens_sanborni"	2.2082744135228	-1.83258146374831
"Tylonycteris_robustula"	1.97408102602201	-2.12026353620009
"Tylonycteris_pachypus"	1.56861591791385	-2.52572864430826
"Nycticeius_humeralis"	1.70474809223843	-1.96611285637283
"Myotis_albescens"	1.38629436111989	-2.04022082852655
"Myotis_nigricans"	1.52605630349505	-1.96611285637283
"Myotis_velifer"	2.18605127673809	-1.6094379124341
"Myotis_yumanensis"	1.52605630349505	-2.04022082852655
"Myotis_riparius"	2.07317192866624	-1.77195684193188
"Myotis_lucifugus"	2.06686275947298	-1.77195684193188
"Myotis_fortidens"	1.45861502269952	-2.04022082852655
"Myotis_myotis"	3.24259235148552	-0.713349887877465
"Myotis_nattereri"	2.01490302054226	-1.51412773262978
"Myotis_bocagii"	1.94591014905531	-1.66073120682165
"Myotis_tricolor"	2.61006979274201	-1.34707364796661
"Myotis_hasseltii"	2.01490302054226	-1.66073120682165
"Myotis_horsfieldii"	1.84054963339749	-1.6094379124341
"Myotis_siligorensis"	1.24126858906963	-2.30258509299405
"Myotis_adversus"	2.41591377830105	-1.38629436111989
"Myotis_daubentonii"	2.14006616349627	-1.46967597005894
"Myotis_bechsteinii"	2.30258509299405	-1.30933331998376
"Myotis_muricola"	1.56861591791385	-2.12026353620009
"Myotis_annectans"	2.28238238567653	-1.51412773262978
"Myotis_montivagus"	2.11625551480255	-1.77195684193188
"Myotis_mystacinus"	1.65822807660353	-1.89711998488588
"Myotis_altarium"	2.39789527279837	-1.42711635564015
"Myotis_dasycneme"	2.70805020110221	-1.17118298150295
"Harpiocephalus_harpia"	2.60268968544438	-0.82098055206983
"Murina_huttoni"	2.17475172148416	-1.34707364796661
"Murina_cyclotis"	1.96009478404727	-1.38629436111989
"Murina_tubinaris"	1.69561560867515	-1.51412773262978
"Kerivoula_papillosa"	2.31253542384721	-1.17118298150295
"Kerivoula_pellucida"	1.41098697371026	-1.6094379124341
"Phoniscus_atrox"	1.43508452528932	-1.66073120682165
"Miniopterus_magnater"	2.70805020110221	-1.13943428318836
"Miniopterus_schreibersii"	2.66025953726586	-1.17118298150295
"Miniopterus_tristis"	2.74727091425549	-1.10866262452161
"Miniopterus_inflatus"	2.70136121295141	-1.10866262452161
"Miniopterus_pusillus"	2.15176220325946	-1.51412773262978
"Mormopterus_jugularis"	2.4423470353692	-1.51412773262978
"Mormopterus_beccarii"	2.65324196460721	-1.46967597005894
"Otomops_martiensseni"	3.72569342723665	-0.27443684570176
"Eumops_glaucinus"	3.59731226058845	-0.430782916092454
"Eumops_auripendulus"	3.52046080248897	-0.49429632181478
"Eumops_perotis"	3.8607297110406	-0.22314355131421
"Molossus_sinaloae"	2.95491027903374	-0.82098055206983
"Molossus_molossus"	2.61739583283408	-1.13943428318836
"Cynomops_abrasus"	3.5055573969864	-0.867500567704723
"Cheiromeles_torquatus"	5.11799381241676	0.307484699747961
"Tadarida_pumila"	2.33214389523559	-1.42711635564015
"Tadarida_condylura"	3.30321697330195	-0.776528789498996
"Tadarida_aegyptiaca"	2.87356463957978	-0.941608539858445
"Natalus_tumidirostris"	1.93152141160321	-1.38629436111989
"Notopteris_macdonaldi"	4.25561270981822	0.378436435720245
"Nyctimene_vizcaccia"	3.56671182013973	-0.0100503358535015
"Nyctimene_robinsoni"	3.85227300102237	0.207014169384326
"Paranyctimene_raptor"	3.26193531432865	-0.3147107448397
"Melonycteris_melanops"	3.85651029549789	0.254642218373581
"Melonycteris_woodfordi"	3.56671182013973	0.0198026272961797
"Pteropus_tonganus"	6.07764224334903	1.80500469597808
"Pteropus_conspicillatus"	6.62007320653036	2.12226153886276
"Pteropus_alecto"	6.38856140554563	1.95160817016995
"Pteropus_hypomelanus"	5.96614673912369	1.66770682055808
"Pteropus_neohibernicus"	6.73340189183736	2.20937271127187
"Pteropus_temminckii"	5.52146091786225	1.58719230348678
"Pteropus_samoensis"	5.73657229747919	1.7561322915849
"Pteropus_vampyrus"	6.92165818415113	2.21046980408624
"Pteropus_lylei"	5.74939298590825	1.81319474994812
"Pteropus_giganteus"	6.3578422665081	2.0515563381903
"Pteropus_rufus"	5.88887795833288	1.93152141160321
"Pteropus_poliocephalus"	6.54391184556479	1.97823903617067
"Pteropus_scapulatus"	5.92692602597041	1.67896397508271
"Eidolon_helvum"	5.5683445037611	1.45628673293993
"Dobsonia_moluccensis"	6.14203740558736	1.6752256529721
"Dobsonia_inermis"	5.00394630594546	0.993251773010283
"Dobsonia_praedatrix"	5.21493575760899	1.10856261952128
"Syconycteris_australis"	2.68784749378469	-0.562118918153541
"Macroglossus_minimus"	2.68102152871429	-0.579818495252942
"Macroglossus_sobrinus"	3.08190996979504	-0.371063681390832
"Cynopterus_brachyotis"	3.5234150143864	-0.0202027073175195
"Cynopterus_sphinx"	3.94545778151438	0.182321556793955
"Cynopterus_horsfieldii"	4.08260930600368	0.314810739840034
"Megaerops_ecaudatus"	3.17805383034795	-0.22314355131421
"Megaerops_niphanae"	3.48431228837266	-0.0408219945202552
"Balionycteris_maculata"	2.66722820658195	-0.673344553263766
"Penthetor_lucasi"	3.55534806148941	-0.0202027073175195
"Chironax_melanocephalus"	2.87356463957978	-0.49429632181478
"Sphaerias_blanfordi"	3.38439026334577	-0.186329578191493
"Rousettus_amplexicaudatus"	4.01457959375324	0.300104592450338
"Rousettus_aegyptiacus"	4.91265488573605	0.824175442966349
"Megaloglossus_woermanni"	2.88480071284671	-0.385662480811985
"Myonycteris_torquata"	3.5945687746427	0.148420005118273
"Lissonycteris_angolensis"	4.43438186500781	0.570979546585738
"Hypsignathus_monstrosus"	5.73657229747919	1.24703229378638
"Epomophorus_wahlbergi"	4.30541553230204	0.593326845277734
"Micropteropus_pusillus"	3.22286784613774	-0.186329578191493
"Epomops_franqueti"	4.78749174278205	0.792992515529661
"Eonycteris_spelaea"	4.07243972683405	0.27002713721306
"Scotonycteris_zenkeri"	3.05870707271538	-0.342490308946776
"Casinycteris_argynnis"	3.29583686600433	-0.174353387144778
"Triaenops_persicus"	2.61739583283408	-1.30933331998376
"Rhinonicteris_aurantia"	2.15176220325946	-1.38629436111989
"Hipposideros_speoris"	2.4423470353692	-1.27296567581289
"Hipposideros_halophyllus"	1.38629436111989	-1.89711998488588
"Hipposideros_fulvus"	1.94591014905531	-1.42711635564015
"Hipposideros_ridleyi"	2.26176309847379	-1.30933331998376
"Hipposideros_ater"	1.93152141160321	-1.56064774826467
"Hipposideros_calcaratus"	2.42921774392741	-0.994252273343867
"Hipposideros_ruber"	1.98787434815435	-1.30933331998376
"Hipposideros_caffer"	2.39789527279837	-1.17118298150295
"Hipposideros_galeritus"	2.34180580614733	-1.27296567581289
"Hipposideros_cervinus"	1.98787434815435	-1.56064774826467
"Hipposideros_diadema"	3.75653810258775	-0.342490308946776
"Hipposideros_larvatus"	3.02042488614436	-0.891598119283784
"Hipposideros_armiger"	4.02535169073515	-0.22314355131421
"Hipposideros_turpis"	3.54961738678043	-0.510825623765991
"Hipposideros_commersoni"	4.62399194022868	-0.287682072451781
"Asellia_tridens"	2.54944517092557	-1.42711635564015
"Aselliscus_stoliczkanus"	1.58923520511658	-1.89711998488588
"Aselliscus_tricuspidatus"	1.48160454092422	-2.04022082852655
"Rhinolophus_hipposideros"	1.52605630349505	-1.89711998488588
"Rhinolophus_pearsonii"	2.63188884013665	-1.10866262452161
"Rhinolophus_thomasi"	2.19722457733622	-1.46967597005894
"Rhinolophus_acuminatus"	2.4932054526027	-1.20397280432594
"Rhinolophus_malayanus"	1.85629799036563	-1.6094379124341
"Rhinolophus_megaphyllus"	2.28238238567653	-1.34707364796661
"Rhinolophus_pusillus"	1.54756250871601	-1.83258146374831
"Rhinolophus_lepidus"	1.79175946922805	-1.66073120682165
"Rhinolophus_macrotis"	1.84054963339749	-1.56064774826467
"Rhinolophus_stheno"	1.94591014905531	-1.42711635564015
"Rhinolophus_affinis"	2.61739583283408	-1.02165124753198
"Rhinolophus_landeri"	2.27212588550934	-1.27296567581289
"Rhinolophus_mehelyi"	2.27212588550934	-1.17118298150295
"Rhinolophus_capensis"	2.54944517092557	-1.34707364796661
"Rhinolophus_eloquens"	2.94968833505258	-0.916290731874155
"Rhinolophus_hildebrandti"	3.37073817417745	-0.462035459596559
"Rhinolophus_clivosus"	3.00071981506503	-1.42711635564015
"Cardioderma_cor"	3.25809653802148	-0.400477566597125
"Macroderma_gigas"	4.78582368568135	0.53062825106217
"Megaderma_lyra"	3.65325227647079	-0.0943106794712413
"Megaderma_spasma"	3.11794990627824	-0.446287102628419
"Rhinopoma_hardwickii"	2.55722731136763	-1.27296567581289
"Rhinopoma_microphyllum"	3.38099467434464	-0.941608539858445
"Fossil_Archaeonycteris"	3.14931136148229	-0.693147180559945
"Fossil_Icaronycteris"	2.56725439113675	-1.10866262452161
"Fossil_Paleochiropteryx"	2.41680623708407	-1.20397280432594
"Fossil_Hassianycteris"	3.96518455354238	-0.127833371509885
"Atelerix_algirus"	6.67203294546107	1.16315080980568
"Erinaceus_europaeus"	6.75693238924755	1.20896034583698
"Hemiechinus_auritus"	5.52146091786225	0.641853886172395
"Echinosorex_gymnura"	6.71295620067707	1.72988406550997
"Hylomys_suillus"	4.04305126783455	0.113328685307003
"Cryptotis_parva"	2.2512917986065	-1.46967597005894
"Blarina_brevicauda"	2.90142159408275	-0.994252273343867
"Sorex_trowbridgii"	1.50185270175416	-1.56064774826467
"Sorex_fumeus"	2.12823170584927	-1.46967597005894
"Sorex_ornatus"	1.60743590976343	-2.12026353620009
"Sorex_vagrans"	1.62924053973028	-1.77195684193188
"Sorex_palustris"	2.41591377830105	-1.17118298150295
"Sorex_pacificus"	2.32238772029023	-1.23787435600162
"Sorex_cinereus"	1.43508452528932	-1.83258146374831
"Sorex_longirostris"	1.1314021114911	-2.30258509299405
"Sorex_alpinus"	2.33214389523559	-1.38629436111989
"Sorex_araneus"	2.33214389523559	-1.6094379124341
"Sorex_minutus"	1.66770682055808	-2.20727491318972
"Notiosorex_crawfordi"	1.56861591791385	-1.89711998488588
"Neomys_anomalus"	2.24283508858827	-1.30933331998376
"Neomys_fodiens"	2.72129542785223	-1.13943428318836
"Anourosorex_squamipes"	2.99573227355399	-0.994252273343867
"Myosorex_blarina"	2.83321334405622	-1.07880966137193
"Scutisorex_somereni"	4.07584109065754	-0.510825623765991
"Sylvisorex_granti"	1.35583515363518	-1.83258146374831
"Suncus_megalura"	1.71379792775834	-1.71479842809193
"Ruwenzorisorex_suncoides"	2.90142159408275	-1.04982212449868
"Sylvisorex_lunaris"	2.91777073208428	-1.07880966137193
"Suncus_etruscus"	0.727548607277278	-2.81341071676004
"Crocidura_suaveolens"	2.33214389523559	-1.71479842809193
"Crocidura_attenuata"	2.23001440015921	-1.6094379124341
"Crocidura_hildegardeae"	2.2082744135228	-1.6094379124341
"Crocidura_denti"	2.33214389523559	-1.46967597005894
"Crocidura_fuscomurina"	1.74919985480926	-2.04022082852655
"Crocidura_olivieri"	3.09104245335832	-0.82098055206983
"Crocidura_flavescens"	3.45315712059287	-0.941608539858445
"Crocidura_russula"	2.39789527279837	-1.66073120682165
"Suncus_murinus"	3.56953269648137	-0.967584026261706
"Neurotrichus_gibbsii"	2.09186406167839	-1.13943428318836
"Condylura_cristata"	3.72569342723665	-0.2484613592985
"Galemys_pyrenaicus"	4.0517849478033	0.285178942233662
"Desmana_moschata"	6.08677472691231	1.38629436111989
"Talpa_europaea"	4.33073334028633	0.0198026272961797
"Scalopus_aquaticus"	4.74493212836325	0.22314355131421
"Scapanus_townsendii"	4.94875989037817	0.357674444271816
"Parascalops_breweri"	3.98527346716774	-0.174353387144778
"Solenodon_marcanoi"	6.80239476332431	1.54115907168081
"Fossil_Nesophontes_micrus"	4.58792229257854	-0.00451015547788602
"Lepilemur_dorsalis"	6.76849321164863	1.90210752639692
"Lepilemur_leucopus"	6.40687998606931	1.92716410623426
"Lepilemur_ruficaudatus"	6.69084227741856	2.11021320034659
"Lepilemur_edwardsi"	6.83625927727707	1.98100146886658
"Lepilemur_microdon"	6.87729607149743	2.27726728500976
"Lepilemur_mustelinus"	6.65544035036765	2.25758772706331
"Phaner_furcifer"	5.78996017089725	1.90954250488444
"Microcebus_murinus"	4.17438726989564	0.488580014818671
"Microcebus_rufus"	3.76120011569356	0.542324290825362
"Mirza_coquereli"	5.74300318780948	1.75785791755237
"Cheirogaleus_major"	5.99146454710798	1.75958057086382
"Cheirogaleus_medius"	4.9416424226093	0.955511445027436
"Indri_indri"	8.75384509275524	3.54990470182335
"Avahi_occidentalis"	6.68586094706836	2.07317192866624
"Avahi_laniger"	7.09589322109753	2.28848616861454
"Propithecus_diadema"	8.72095002893026	3.68386691229039
"Propithecus_edwardsi"	8.64505856241413	3.67604747529856
"Propithecus_coquereli"	8.22389538017882	3.40751074371875
"Propithecus_deckenii"	8.16961956172385	3.40618492317319
"Propithecus_verreauxi"	7.9912539298402	3.26614101733532
"Fossil_Hadropithecus_stenognathus"	10.3734911817819	4.66343909411207
"Fossil_Archaeolemur_majori"	9.69892038679485	4.53259949315326
"Eulemur_rubriventer"	7.58069975222456	3.26690379387878
"Eulemur_coronatus"	7.07326971745971	3.02771531940704
"Eulemur_macaco"	7.77904864492556	3.19908119754002
"Eulemur_mongoz"	7.10002716662926	3.00419635196612
"Eulemur_sanfordi"	7.64691257247141	3.05635689537043
"Eulemur_albifrons"	7.75619534394812	3.06572464537403
"Eulemur_fulvus"	7.73718007783463	3.24921102466427
"Eulemur_collaris"	7.80586574681686	3.15700042115011
"Eulemur_rufus"	7.70526247486633	3.23474917402449
"Hapalemur_griseus"	6.56385552653213	2.64546532591059
"Hapalemur_alaotrensis"	7.12286665859908	2.62466859216316
"Lemur_catta"	7.7007477945118	3.13113691056019
"Prolemur_simus"	7.67322312112171	3.30100865440672
"Varecia_variegata"	8.18172045512811	3.46947888907856
"Varecia_rubra"	8.15190987294091	3.43656452549945
"Fossil_Megaladapis_edwardsi"	11.3850920934603	4.91998092582813
"Daubentonia_madagascariensis"	7.8458075026378	3.80332358850481
"Euoticus_elegantulus"	5.61312810638807	1.71018781553424
"Euoticus_pallidus"	5.7037824746562	1.6467336971778
"Galago_moholi"	4.99721227376411	1.31103187661934
"Galago_senegalensis"	5.26785815906333	1.37624402526639
"Galago_matschiei"	5.34710753071747	1.53039470509365
"Galagoides_demidovii"	4.31748811353631	0.974559639998131
"Galagoides_zanzibaricus"	4.96284463025991	1.25561603747777
"Otolemur_crassicaudatus"	6.74523634948436	2.33214389523559
"Otolemur_garnettii"	6.63856778916652	2.4423470353692
"Perodicticus_potto"	6.72743172485086	2.51930807650533
"Arctocebus_calabarensis"	5.73334127689775	1.93441576962958
"Arctocebus_aureus"	5.34710753071747	1.77155676191054
"Fossil_Mioeuoticus_shipmani"	7.15461535691366	2.07442899985629
"Loris_tardigradus"	5.26269018890489	1.76985463384001
"Loris_lydekkerianus"	5.58724865840025	1.84687876844913
"Nycticebus_pygmaeus"	5.7268477475872	1.97823903617067
"Nycticebus_bengalensis"	6.96602418710611	2.60194867021966
"Nycticebus_coucang"	6.48157712927643	2.31550131826059
"Fossil_Adapis_parisiensis"	7.7621706071382	2.19277022698684
"Fossil_Leptadapis_magnus"	9.15904707758863	3.07731226054641
"Fossil_Smilodectes_gracilis"	7.58069975222456	2.26799364822443
"Fossil_Notharctus_tenebrosus"	7.59588991771854	2.35707327827812
"Fossil_Pronycticebus_gaudryi"	7.1066061377273	1.59736533119983
"Chiropotes_chiropotes"	7.91571319938212	4.04375277610604
"Chiropotes_albinasus"	7.95384544839114	4.05421677113132
"Cacajao_calvus"	8.05990833457828	4.33073334028633
"Cacajao_melanocephalus"	7.9844627322622	4.23076760333174
"Pithecia_pithecia"	7.4730690880322	3.47382807269706
"Callicebus_caligatus"	6.77992190747225	2.84781214347737
"Callicebus_moloch"	6.77422388635761	2.86391369893314
"Callicebus_cupreus"	6.97541392745595	2.86960199640978
"Alouatta_pigra"	9.09549053029724	3.93437140909191
"Alouatta_palliata"	8.74033674273045	3.90962012081184
"Alouatta_seniculus"	8.69114649853968	4.01132520650201
"Alouatta_caraya"	8.59100111856096	3.96328629936569
"Alouatta_belzebul"	8.76327171401294	3.96726847965412
"Alouatta_guariba"	8.55159461813357	3.94545778151438
"Brachyteles_arachnoides"	9.08704215563169	4.75977790421453
"Lagothrix_lagotricha"	8.87486763568805	4.56954300834494
"Lagothrix_cana"	9.01371703047137	4.5985483096792
"Ateles_paniscus"	9.02159824737931	4.64294755032212
